"source_id";"product_number";"name";"ean";"source_active";"issue_codes"
"20825";"Super-SofaBerlinVILederSofaNBK";"Designer Wohnlandschaft Eckcouch Couch Sofa Polster Ledersofa Sofas Berlin VI";"4260454041561";"true";"EAN_DUPLICATE"
"20874";"Super-SofaLeMansIIKNB";"Designer Wohnlandschaft Eckcouch Neu Couch Sofa Polster Ledersofa Sofas";"4260454041554";"true";"EAN_DUPLICATE"
"20925";"Super-SofaBerlinIITextilNBK";"Designer Garnitur Wohnlandschaft Polster Ledersofa Eckcouch Sofa Couch";"4260454041530";"true";"EAN_DUPLICATE"
"20948";"Super-SofaBerlinIILederNBK";"Designer Garnitur Wohnlandschaft Eckcouch Couch Sofa Polster Ledersofa";"4260454041547";"true";"EAN_DUPLICATE"
"20997";"Super-SofaBerlinIIIKNBTextil";"Sofa Designer Wohnlandschaft U-Form Couch Ecksofa Polster Garnitur";"4260454041219";"true";"EAN_DUPLICATE"
"21020";"Super-SofaVigoU-FormNBK";"Designer Wohnlandschaft Couch Sofa Polster Eckcouch Garnitur Ledersofa Vigo";"4260454041523";"true";"EAN_DUPLICATE"
"21070";"Super-SofaU-FormSofaRonaldoLederNBK";"Designer Wohnlandschaft Couch Sofa Polster Eckcouch Garnitur Ledersofa";"4260454043091";"true";"EAN_DUPLICATE"
"21121";"Super-SofaRonaldoMaxU-FormNB";"Wohnlandschaft Sofa Stoff Textil Couch Polster Ecke Ecksofa Garnitur Leder";"4260454041189";"true";"EAN_DUPLICATE"
"21174";"Super-SofaRonaldoNBL-FormLeder";"Wohnlandschaft Sofa Couch Polster Ecke Ecksofa Garnitur Textil Stoff Leder";"4260454041141";"true";"EAN_DUPLICATE"
"21224";"Super-SofaRonaldMiniNB";"Designer Ecksofa Leder Textil Polster Garnitur Sofa Couch Wohnlandschaft";"4260454041158";"true";"EAN_DUPLICATE"
"21278";"Super-SofaHamburgAngelU-FormNB";"Wohnlandschaft Sofa Polster Couch Ecke Ecksofa Garnitur Textil Stoff Leder";"4260454041165";"true";"EAN_DUPLICATE"
"21329";"Super-SofaHamburgAngelMaxU-FormNB";"Designer Ecksofa Polster Wohnlandschaft U-Form Couch Garnitur Eckgarnitur";"4260454041172";"true";"EAN_DUPLICATE"
"21380";"Super-SofaHamburgIIAngelLNB";"Ledersofa Eckcouch Sofa Couch Poster Eckgarnitur Sofas Stoff Leder";"4260454041196";"true";"EAN_DUPLICATE"
"21433";"Super-SofaHAMBURGVINB-AngelK";"Ecksofa Wohnlandschaft Sofa Couch Eck Garnitur Leder Textil Stoff Hamburg";"4260454041028";"true";"EAN_DUPLICATE"
"21487";"Super-SofaMadagaskarNB";"Designer Sofa Ecksofa Leder Stoff Textil Polster Garnitur Wohnlandschaft Neu";"4260454041035";"true";"EAN_DUPLICATE"
"21539";"Super-SofaMadagaskarMaxNB";"Designer Sofa Ecksofa Leder Stoff Textil Polster Garnitur Wohnlandschaft";"4260454041042";"true";"EAN_DUPLICATE"
"21591";"Super-SofaMadagaskarIINB";"Designer Sofa Couch Ecksofa Leder Stoff Textil Polster Garnitur";"4260454041059";"true";"EAN_DUPLICATE"
"21642";"Super-SofaMadagaskarL-FormNB";"Designer Sofa Couch Textil Polster Garnitur Ecksofa Leder Wohnlandschaft";"4260454041066";"true";"EAN_DUPLICATE"
"21695";"2211833012201503";"Chesterfield Designer Sofa 2 Sitz Garnitur Polster Couch Textil Stoff Lagerware mit";"4260454041226";"true";"EAN_DUPLICATE"
"21898";"SkornyswiatNapoliMIXTEXTILKUNSTLEDERSS";"Chesterfield Ecksofa Sofa Polstergarnitur Couch Wohnlandschaft Textil";"4260454040922";"true";"EAN_DUPLICATE"
"21904";"SkornyswiatWILLIAMIISS";"Chesterfield William Couch Sofa Polster 3 Sitz Klassische Couchen";"4260454040939";"true";"EAN_DUPLICATE"
"21908";"SkornyswiatChesterfieldA5SS311";"Chesterfield Sofagarnitur Garnitur Couch Poster Sofa Couchen Ledersofa";"4260454040960";"true";"EAN_DUPLICATE"
"21915";"Skornyswiat321SS36";"Chesterfield Ledersofa Textil Leder Garnitur Polster Couch 3+2+1";"4260454041073";"true";"EAN_DUPLICATE"
"21925";"SkornyswiatKonigsbergU-FormS34SS";"Chesterfield Wohnlandschaft Couch Polster Leder Sofa U-Form Big XXL";"4260454041097";"true";"EAN_DUPLICATE"
"21932";"SkornyswiatEcksofaChesterfieldSS33";"Ledersofa Sofa Couch Chesterfield Poster Eckgarnitur Eckcouch Sofas";"4260454041103";"true";"EAN_DUPLICATE"
"21938";"SkornyswiatSS32";"Wohnlandschaft Chesterfield Ecksofa Sofa Couch Polster Garnitur Leder Textil";"4260454041110";"true";"EAN_DUPLICATE"
"22168";"124854767";"Big Couch Sofa Wohnlandschaft Polster Eck Leder Sofa Garnitur Couchen Bergamo V";"4260454041400";"true";"EAN_DUPLICATE"
"22208";"124854372";"XXL Big Wohnlandschaft Sofa Couch WOHNZIMMER Polster Eck Leder Sofa Garnitur";"4260454041301";"true";"EAN_DUPLICATE"
"22248";"124853266";"XXL Big Wohnlandschaft Sofa Couch Polster Eck Leder Sofa Garnitur";"4260454041417";"true";"EAN_DUPLICATE"
"22456";"NordMebel124928951";"Wohnlandschaft Ecksofa Hamburg U Form Sofa Couch Polster Sitz Garnitur";"4260454041295";"true";"EAN_DUPLICATE"
"22473";"2211831901201607";"Fußkocker Chesterfield Hocker Pufa Bestellhocker Ottoman";"4260454041592";"true";"EAN_DUPLICATE"
"22592";"4260454041721";"Designer Chesterfield XXL Wohnlandschaft Kristalle Textil Leder Sofa";"4260454041721";"true";"EAN_DUPLICATE"
"22743";"4260454041851";"Continental Boxspring Hoch Doppel Bett Betten Polster Leder Textil Bett Neu";"4062292100932";"true";"EAN_DUPLICATE"
"22999";"127313746BettMax5";"Doppelbett Bett Betten Polster Kunst Leder Schlafzimmer Ehebett Bettkasten";"4260454045828";"true";"EAN_DUPLICATE"
"23112";"127303356Chesterfield3SitzerRobertII";"Chesterfield Möbel Sofa XXL Polster Sofas Couch Garnitur Leder Textil Stoff";"4260454045767";"true";"EAN_DUPLICATE"
"23128";"127301589ChesterfieldQueenNo25SS";"Chesterfield Ohrensessel Sessel Queen Antik Look Couch Polster Fernseh";"4260454045743";"true";"EAN_DUPLICATE"
"23135";"127300810Chesterfield3Napoli";"Chesterfield Designer Sofa Couch Polster Garnitur 3 Sitzer Napoli Sofas";"4260454045736";"true";"EAN_DUPLICATE"
"23182";"2211830605201614";"Chesterfield Sofa Couch Ledersofa 2 Sitzer Polster Garnitur William III";"4067282804500";"true";"EAN_DUPLICATE"
"23188";"2211830605201617";"Chesterfield Big XXL Sofagarnitur Polster Set Couch Sofa Garnitur";"4067282804517";"true";"EAN_DUPLICATE"
"23191";"211832806201601555";"Ledersofa Ecksofa Pisa Wohnlandschaft Couch Sofa L-Form BETA Couchen";"4260439210166";"true";"EAN_DUPLICATE"
"23235";"2211832906201602";"Ecksofa Wohnzimmer Leder Stoff Kasten&Bett Polster Couch Sofa Ecke Garnitur";"4260174429731";"true";"EAN_DUPLICATE"
"23279";"128868732WTSB8009";"Designer Couchtisch Polster Tisch Leder Glas Moderner Tische Glastische 8009";"4260484864581";"true";"EAN_DUPLICATE"
"23361";"128654865WT219EinsteinA";"Wohnlandschaft Ecksofa Polster Couch Sofa Eck Garnitur Multifunktion XXL";"4260484863010";"true";"EAN_DUPLICATE"
"23405";"128658018WT219EinsteinB";"Wohnlandschaft Ecksofa Polster Couch Sofa Eck Garnitur Multifunktion Big";"4260484863027";"true";"EAN_DUPLICATE"
"23449";"128668934WT219EinsteinC";"Wohnlandschaft Designer Eck Couch Sofa Polster XXL Garnitur Big Sofas";"4260484863034";"true";"EAN_DUPLICATE"
"23539";"2680BellenbergC36223307";"Ecksofa Eck Sofa Couch Polster Wohnlandschaft Chaiselounge Leder Garnitur";"4260454041271";"true";"EAN_DUPLICATE"
"23583";"2680BellenbergB123916429";"Ecksofa Eck Sofa Couch Polster Leder Garnitur Wohnlandschaft Chaiselounge";"4260454044784";"true";"EAN_DUPLICATE"
"23713";"128674453WT2674WiesA";"Ecksofa Eck Sofa Garnitur Couch Polster Leder Wohnlandschaft Chaiselounge";"4260484863041";"true";"EAN_DUPLICATE"
"23897";"128675982WT2674WiesC";"Wohnlandschaft Weiß Schwarz Sofa Polster Ecke Couch Garnitur Landschaft Leder";"4260484863065";"true";"EAN_DUPLICATE"
"23988";"129098679BenixAsti";"Ecksofa Wohnlandschaft Polster mit Bettfunktion Sofa Ecksofa Couch Ecke";"4260484866752";"true";"EAN_DUPLICATE"
"24034";"129100704BenixLagos";"Ecksofa mit Bettfunktion Wohnlandschaft Sofa Ecksofa Couch Ecke Polster";"4260484866806";"true";"EAN_DUPLICATE"
"24052";"129101216BenixLoretto";"3 Sitz Sofa Couch Textil Polster Stoff Garnitur Schlafsofa Bettfunktion Neu";"4260484866820";"true";"EAN_DUPLICATE"
"24059";"129101246BenixMartina";"3 Sitz Sofa Couch Textil Polster Stoff Garnitur BEttfunktion Schlafsofa Neu";"4260484866837";"true";"EAN_DUPLICATE"
"24078";"129102596BenixPanama";"Ecksofa Wohnlandschaft + Bettfunktion Sofa Ecksofa Couch Ecke Polster";"4260484866868";"true";"EAN_DUPLICATE"
"24088";"129106107BenixPiano";"Ecksofa Wohnlandschaft Sofa mit Bettfunktion Ecksofa Couch Ecke Polster";"4260484866875";"true";"EAN_DUPLICATE"
"24097";"129106133BenixPlay";"Ecksofa Wohnlandschaft Stoff Textil Sofa Ecksofa Couch Ecke Polster Garnitur";"4260484866882";"true";"EAN_DUPLICATE"
"24560";"128701749WT2710BernA";"Wohnlandschaft Polster Ecke Orange Eck Sofa Couch Garnitur Landschaft Leder";"4260484863171";"true";"EAN_DUPLICATE"
"24601";"128702064WT2710BernB";"Wohnlandschaft Polster Ecke Eck Sofa Landschaft Leder Couch Garnitur Modern";"4260484863072";"true";"EAN_DUPLICATE"
"24683";"128702086WT2711WinterthurB";"Wohnlandschaft Polster Landschaft Leder Ecke Eck Sofa Couch Garnitur Modern";"4260484863201";"true";"EAN_DUPLICATE"
"24726";"128702198WT2711WinterthurC";"Wohnlandschaft Sofa Couch Modern Garnitur Landschaft Polster Ecke Eck Leder";"4260484863218";"true";"EAN_DUPLICATE"
"24769";"128702207WT2711WinterthurD";"Modern Wohnlandschaft Polster Ecke Sofa Couch Garnitur Eck Landschaft Leder";"4260484863225";"true";"EAN_DUPLICATE"
"24806";"128702209WT2719JenaA";"Sofagarnitur Ledersofa 3+2 Polster Couch Sofa Set Garnitur + Hocker Sofas";"4260484863232";"true";"EAN_DUPLICATE"
"24843";"128702450WT2719JenaB";"Wohnlandschaft Schwarz Polster Eck Sofa Couch Modern Garnitur Landschaft Leder";"4260484863249";"true";"EAN_DUPLICATE"
"24882";"128702894WT2719JenaC";"Wohnlandschaft Polster Ecke Schwarz Eck Garnitur Landschaft Sofa Couch Leder";"4260484863256";"true";"EAN_DUPLICATE"
"24921";"128702895WT2719JenaD";"Wohnlandschaft Polster Ecke Eck Sofa Couch Garnitur Landschaft Leder Neu 2719D";"4260484863263";"true";"EAN_DUPLICATE"
"24964";"128702898WT2723Dittfurt";"Wohnlandschaft Polster Ecke Eck Sofa Couch Braun Garnitur Landschaft Leder";"4260484863270";"true";"EAN_DUPLICATE"
"25007";"128702906WT2723DittfurtB";"Wohnlandschaft Polster Ecke Eck Sofa Couch Weiß Garnitur Landschaft Leder";"4260484863287";"true";"EAN_DUPLICATE"
"25048";"128702948WT2724TrierA";"Wohnlandschaft Polster Eck Sofa Couch Schwarz Weiß Garnitur Landschaft Leder";"4260484863294";"true";"EAN_DUPLICATE"
"25091";"128703004WT2724TrierB";"Wohnlandschaft Polster Ecke Eck Sofa Couch Garnitur Landschaft Schwarz Leder";"4260484863300";"true";"EAN_DUPLICATE"
"25134";"128731118WT2725LausanneA";"Wohnlandschaft Polster Ecke Eck Sofa Couch Garnitur Landschaft Leder Neu 2725A";"4260484863317";"true";"EAN_DUPLICATE"
"25177";"128731443WT2725LausanneB";"Wohnlandschaft Polster Ecke Eck Rot Sofa Couch Garnitur Landschaft Leder";"4260484863324";"true";"EAN_DUPLICATE"
"25222";"128732155WT2725LausanneC";"Wohnlandschaft Couch Garnitur Landschaft Leder Polster Ecke Eck Sofa Schwarz";"4260484863331";"true";"EAN_DUPLICATE"
"25267";"128732476WT348Brest";"Wohnlandschaft Polster Ecke Eck Sofa Couch Beige Garnitur Landschaft Leder";"4260484863348";"true";"EAN_DUPLICATE"
"25308";"128733483WT842Julia";"Wohnlandschaft Braun beige Polster Ecke Eck Sofa Couch Garnitur Landschaft Leder";"4260484863355";"true";"EAN_DUPLICATE"
"25351";"128733942WTAlfredA";"Wohnlandschaft Polster Ecke Eck Sofa Couch Garnitur Landschaft Leder Neu Alfred A";"4260484863072";"true";"EAN_DUPLICATE"
"25394";"128736413WTAlfredB";"Wohnlandschaft Polster Ecke Garnitur Landschaft Eck Sofa Couch Leder Schwarz";"4260484863379";"true";"EAN_DUPLICATE"
"25437";"2211831807201601";"Designer Sofa Couch Polster XXL Big Sofas mit Kristallsteinen Couchen";"4260174421049";"true";"EAN_DUPLICATE"
"25446";"128743087WTALFREDC";"Wohnlandschaft Couch Garnitur Landschaft Polster Ecke Eck Sofa Leder Schwarz";"4260484863386";"true";"EAN_DUPLICATE"
"25489";"128743684WTAlfredD";"Wohnlandschaft Sofa Couch Sofagarnitur Polster Garnitur Leder AlfredD";"4260484863393";"true";"EAN_DUPLICATE"
"25526";"128744883WTBS217Similar";"Wohnlandschaft Polster Ecke Modern Eck Sofa Couch Garnitur Landschaft Leder";"4260484863409";"true";"EAN_DUPLICATE"
"25571";"128745641WTCornol";"Wohnlandschaft Polster Ecke Eck Sofa Couch Garnitur Landschaft Leder Neu Cornol";"4260484863416";"true";"EAN_DUPLICATE"
"25903";"128748995WTDetmoldA";"Wohnlandschaft Polster Sofagarnitur Sofa Couch Garnitur Landschaft Leder";"4260484863492";"true";"EAN_DUPLICATE"
"25945";"128749462WTDetmoldB";"Wohnlandschaft Polster Ecke Rot Schwarz Eck Sofa Couch Garnitur Landschaft Leder";"4260484863508";"true";"EAN_DUPLICATE"
"25988";"128749543WTH2210";"Wohnlandschaft Polster Ecke Eck Sofa Couch Leder Garnitur Landschaft Leder H2210";"4260484863515";"true";"EAN_DUPLICATE"
"26031";"128750817WTH2211";"Wohnlandschaft Polster Ecke Eck Sofa Couch Leder Garnitur Landschaft Leder H2211";"4260484863522";"true";"EAN_DUPLICATE"
"26074";"128751210WTH2211B";"Wohnlandschaft Polster Ecke Eck Sofa Couch Leder Garnitur Landschaft";"4260484863539";"true";"EAN_DUPLICATE"
"26117";"39694056LeMansSimilar";"Ecksofa Wohnlandschaft Couch Polster L Form Garnitur Eck Couchen XXL";"4260454040366";"true";"EAN_DUPLICATE"
"26246";"128752887WTPH2030Similar";"Wohnlandschaft Polster Ecke Schwarz Modern Sofa Couch Garnitur Landschaft Leder";"4260484863577";"true";"EAN_DUPLICATE"
"26291";"128753750WTPH2673Ehingen";"Wohnlandschaft Polster Ecke Eck Sofa Schwarz Weiß Garnitur Landschaft Leder";"4260484863584";"true";"EAN_DUPLICATE"
"26457";"128754839WTPH739LuganA";"Wohnlandschaft Polster Ecke Rot Modern Sofa Couch Garnitur Landschaft Leder";"4260484863621";"true";"EAN_DUPLICATE"
"26498";"128755571WTPH739LuganB";"Wohnlandschaft Polster Ecke Eck Sofa Couch Garnitur Landschaft Modern Rot Leder";"4260484863638";"true";"EAN_DUPLICATE"
"26541";"128756159WTPH739LuganC";"Schwarz Wohnlandschaft Polster Ecke Eck Sofa Couch Garnitur Landschaft Leder";"4260484863645";"true";"EAN_DUPLICATE"
"26627";"128767927WTTrier2";"Wohnlandschaft Polster Ecke Eck Landschaft Leder Sofa Couch Garnitur Modern";"4260484863669";"true";"EAN_DUPLICATE"
"26672";"128768725WTV015A";"Wohnlandschaft Polster Ecke Eck Orange Sofa Couch Garnitur Landschaft Leder";"4260484863676";"true";"EAN_DUPLICATE"
"26715";"128769911WTV015B";"Wohnlandschaft Polster Ecke Sofa Couch Modern Orange Garnitur Landschaft Leder";"4260484863683";"true";"EAN_DUPLICATE"
"26756";"128770042WTV015C";"Wohnlandschaft Schwarz Polster Ecke Eck Garnitur Sofa Couch Landschaft Leder";"4260439210494";"true";"EAN_DUPLICATE"
"26801";"128771254WTWetzlarA";"Wohnlandschaft Polster Ecke Eck Sofa Couch Garnitur Landschaft Leder WetzlarA";"4260484863706";"true";"EAN_DUPLICATE"
"26850";"128772197WTWetzlarB";"Wohnlandschaft Polster Couch Garnitur Landschaft Leder Ecke Eck Sofa Schwarz";"4260439210494";"true";"EAN_DUPLICATE"
"26895";"128773920WTWetzlarC";"Wohnlandschaft Garnitur Landschaft Polster Ecke Eck Sofa Couch Schwarz Leder";"4260484863720";"true";"EAN_DUPLICATE"
"27403";"128796352WT1094";"Sofagarnitur Couch Polster Sofa Set 3+1+1 Leder Couchen Sofas Komplett 1094";"4260484863911";"true";"EAN_DUPLICATE"
"27440";"128796378WT1103";"Wohnlandschaft Sofa Couch Ecksofa Eckcouch Polster Garnitur Eck Ecke";"4260484863928";"true";"EAN_DUPLICATE"
"27518";"128797291ColoIII";"Wohnlandschaft Sofa Couch Ecksofa Eckcouch Polster Garnitur Eck Modern Ecke";"4260484863942";"true";"EAN_DUPLICATE"
"27670";"128797406WT1669";"Lounge Liege Ottomane Polster Sofa Büro Relax Leder Chaiselongues Neu 1669";"4260484863973";"true";"EAN_DUPLICATE"
"27745";"128797724WT1672";"Lounge Liege Ottomane Polster Sofa Büro Relax Leder Chaiselongues Neu 1672";"4260484863997";"true";"EAN_DUPLICATE"
"27860";"128798441WT2705";"Sofagarnitur Couch Leder Couchen Sofas Polster Sofa Set 3+1+1 Komplett";"4260484864024";"true";"EAN_DUPLICATE"
"28067";"128798810WT3371";"Wohnlandschaft Schwarz Sofa Couch Polster Garnitur Eck Ecke Ecksofa Eckcouch";"4260484864079";"true";"EAN_DUPLICATE"
"28112";"128798824WT4733";"Designer Leder Chaiselongues Liege Ottomane Sofa Echtes Leder Relax";"4260484864086";"true";"EAN_DUPLICATE"
"28356";"128800338WT4757";"XXL Chesterfield Rundbett Bett Betten Rundes Bett Leder Polster Ehe Designer";"4260484864147";"true";"EAN_DUPLICATE"
"28393";"128800340WT4761";"XXL Doppelbett Lederbett Bett Betten Leder Leder Polster Ehe Designer Neu 4761";"4260484864154";"true";"EAN_DUPLICATE"
"28638";"128800385WT4777";"XXL Chesterfield Lederbett Bett Betten Leder Schlafzimmer Polster Ehe Designer";"4260484864208";"true";"EAN_DUPLICATE"
"28685";"128800393WT4787";"XXL Chesterfield Lederbett Bett Betten Polster Ehe Designer Leder Modern";"4260484864215";"true";"EAN_DUPLICATE"
